OBJECTID,PCR_HISTORY_ID,PCR_YEAR,PERP_YEAR,RATED_DATE,ODOT_DISTRICT,COUNTY_CD,NLFID,JURISDICTION,ROUTE_TYPE,ROUTE_NBR,ROUTE_SUFFIX,DIRECTION_CD,CTL_BEGIN,CTL_END,DIVIDED_HWY,FUNCTIONAL_CLASS,URBAN_AREA_CODE,AREA_TYPE,HPMS_SAMPLE_ID,LANES,MAINTENANCE_AUTHORITY,ACCESS_CONTROL,NHS,PRIORITY_SYSTEM,BASE_TYPE,SURFACE_TYPE,PAVE_TYPE,SURFACE_WIDTH,ROADWAY_WIDTH_NBR,PCR_NBR,TOT_PCR_DEDUCT_NBR,TOT_STRUCT_DEDUCT_NBR,TOT_CRACK_DEDUCT_NBR,TOT_RUT_DEDUCT_NBR,BASE_FAILURE,BASE_FAILURE_VALUE,BLEEDING,BLEEDING_VALUE,BLOCK_TRANS_CRK,BLOCK_TRANS_CRK_VALUE,BRICK_DETERIORATION,BRICK_DETER_VALUE,CORNER_BREAK,CORNER_BREAK_VALUE,CORRUGATION,CORRUGATION_VALUE,CROWN,CROWN_VALUE,CRACK_SEAL_DEFICIENCY,CRACK_SEAL_DEF_VALUE,DISCOLORATION,DISCOLORATION_VALUE,DRAINAGE,DRAINAGE_VALUE,DUST,DUST_VALUE,EDGE_CRACKING,EDGE_CRACKING_VALUE,FAULTING,FAULTING_VALUE,GRAVEL_LAYER,GRAVEL_LAYER_VALUE,JOINT_REF_CRK,JOINT_REF_CRK_VALUE,JOINT_SLT_DMG,JOINT_SLT_DMG_VALUE,JOINT_EROSION,JOINT_EROSION_VALUE,JOINT_SPALLING,JOINT_SPALLING_VALUE,LONGITUDINAL_JOINT_CRACKING,LONG_JOINT_CRK_VALUE,LONG_JOINT_SPAL,LONG_JOINT_SPAL_VALUE,LONGITUDINAL_CRACKING,LONG_CRACKING_VALUE,LOOSE_AGGREGATE,LOOSE_AGGREGATE_VALUE,MAP_CRACKING,MAP_CRACKING_VALUE,INTER_TRANS_CRK,INTER_TRANS_CRK_VALUE,PATCHING,PATCHING_VALUE,POPOUT,POPOUT_VALUE,POTHOLE,POTHOLE_VALUE,PRESSURE_DAMAGE,PRESSURE_DAMAGE_VALUE,PUMPING,PUMPING_VALUE,PUNCHOUT,PUNCHOUT_VALUE,RANDOM_CRACKING,RANDOM_CRACKING_VALUE,RAVELING,RAVELING_VALUE,RUTTING,RUTTING_VALUE,SURF_DIS_OR_DEBOND,SURF_DIS_DEBOND_VALUE,SETTLEMENT,SETTLEMENT_VALUE,SHATTERED_SLAB,SHATTERED_SLAB_VALUE,SPALLING,SPALLING_VALUE,SURFACE_DETERIORATION,SURFACE_DETER_VALUE,TRANSVERSE_CRK,TRANSVERSE_CRK_VALUE,TRANS_CRK_PL_CONC,TRANS_CRK_PL_CONC_VALUE,TRANS_CRK_RF_CONC,TRANS_CRK_RF_CONC_VALUE,THERMAL_CRACKING,THERMAL_CRACKING_VALUE,TRANS_CRK_UJ_BASE,TRANS_CK_UJ_BASE_VALUE,WASHBOARD,WASHBOARD_VALUE,WHEEL_TRACK_CRK,WHEEL_TRACK_CRK_VALUE,AADT_PASSENGER,AADT_TOTAL,AADT_BC_TRUCK,ESAL,AVG_IRI,LEFT_MUNI_NAME,CITY_NAME,LEFT_TWP_NAME,TOWNSHIP_NAME,created_user,created_date,last_edited_user,last_edited_date,Shape.STLength()
3892132,52d547472de340a9a66ca0ed5588a366,2019,2018,2019-04-22T00:00:00Z,3,LOR,SLORSR00254**C,S,SR,00254,*,UP,1.71,2.4,N,4,51364,URBAN,NA,4,NA,3,NA,G,L,G,FLEX,72,92,76,24.4,9.5,14,3,NA,NA,NA,NA,LE,4,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,2.4,LE,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,LO,3,24750,25662,910,252254,147,SHEFFIELD,SHEFFIELD,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1452.32017
3892133,c3190f23c24b41d28b4f54a7b946b57f,2019,2018,2019-05-28T00:00:00Z,2,OTT,SOTTSR00053*IC,S,SR,00053,*,UP,0,0.19,N,4,99760,URBAN,NA,4,NA,2,NA,G,P,G,FLEX,50,50,90,9.9,1.4,8.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,7,NA,NA,NA,NA,NA,NA,7257,7625,368,178908,NA,NA,NA,BAY,BAY,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,406.857928
3892134,e0fe9a2b2eca44ffa0e28c137a56ffc0,2019,2018,2019-04-01T00:00:00Z,12,CUY,SCUYIR00080*KC,S,IR,00080,*,UP,8.31,11.53,Y,1,17668,URBAN,NA,6,NA,1,N,NA,P,G,FLEX,72,120,89,10.95,2.45,4.45,0,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31817,43601,11784,357328,41,STRONGSVILLE,STRONGSVILLE,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,6905.877732
3892135,a8d961c74ba34657b0bec83ec8d6aaed,2019,2018,2019-08-07T00:00:00Z,6,MRW,SMRWSR00314**C,S,SR,00314,*,UP,14.51,15.6,N,5,99999,RURAL,NA,2,NA,3,NA,G,I,G,FLEX,20,28,98,1.8,1.8,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2076,2366,289,NA,86,NA,NA,PERRY,PERRY,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,2312.098105
3892136,6fbca4f41fc9416b83a3be451cef4ad8,2019,2018,2019-07-25T00:00:00Z,10,ATH,SATHUS00050**N,S,US,00050,*,DOWN,14.14,17.51,Y,NA,NA,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,COMP,NA,NA,82,18.16,5.6,6.56,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,4,NA,NA,NA,NA,LE,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,4.8,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,NA,NA,CANAAN,CANAAN,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,7073.035555
3892137,dff8fb2836644e0b8e6708267e9f916b,2019,2018,2019-06-19T00:00:00Z,11,HOL,SHOLSR00557**C,S,SR,00557,*,UP,0,6.54,N,5,99999,RURAL,NA,2,NA,3,NA,G,I,G,FLEX,20,24,65,34.9,18.5,18,8,NA,NA,NA,NA,LE,4,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,HO,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HO,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3,HF,8,NA,NA,LO,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3.5,NA,NA,NA,NA,LO,3,1137,1329,190,NA,108,NA,NA,CLARK,CLARK,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,13840.553919
3893962,70b04694272b46ed92517a93b7476479,2019,2018,2019-06-04T00:00:00Z,7,AUG,SAUGIR00075**C,S,IR,00075,*,UP,0,4.55,Y,1,99999,RURAL,NA,4,NA,1,N,P,P,G,COMP,48,76,77,23.4,3.04,8.8,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.4,NA,NA,NA,NA,LO,0.64,HO,3,NA,NA,NA,NA,LO,1,NA,NA,NA,NA,NA,NA,MO,3,MO,4.2,LO,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23436,38691,15255,2706367,62,NA,NA,PUSHETA,PUSHETA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,9703.691574
3893965,a8aaca9661684a588c559e963b71ff5b,2019,2018,2019-05-08T00:00:00Z,10,VIN,SVINUS00050**C,S,US,00050,*,UP,3.18,3.34,N,4,99999,RURAL,NA,2,NA,2,NA,G,P,G,FLEX,24,38,99,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2789,3236,446,143255,68,NA,NA,HARRISON,HARRISON,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,332.382653
3893968,9df0fb58221c4368b8f0ed9c0d808785,2019,2018,2019-05-22T00:00:00Z,7,SHE,SSHESR00065**C,S,SR,00065,*,UP,5.47,6.73,N,5,99999,RURAL,NA,2,NA,3,NA,G,I,G,FLEX,40,40,85,14.7,5.2,7.4,1.8,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,3,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,2067,2319,251,82818,130,JACKSON CENTER,JACKSON CENTER,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,2672.942701
3893969,cfaf202d2e1e4df3be3ecd55512b9962,2019,2018,2019-05-13T00:00:00Z,12,GEA,SGEASR00044**C,S,SR,00044,*,UP,2.81,8.83,N,3,99999,RURAL,NA,2,NA,3,N,G,L,G,FLEX,20,26,95,4.9,3.4,3.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5260,5682,422,182026,45,NA,NA,NEWBURY,NEWBURY,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,12953.890437
3893971,bf9a266297544360a5df3d1412a927db,2019,2018,2019-05-15T00:00:00Z,3,RIC,SRICUS00030**C,S,US,00030,*,UP,0,4.07,Y,2,54091,URBAN,NA,4,NA,1,N,P,L,G,FLEX,48,76,86,13.65,8.45,9.45,1.8,NA,NA,NA,NA,LF,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,2.4,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,4.2,13733,19151,5417,886640,62,NA,NA,SANDUSKY,SANDUSKY,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,8641.407924
3893975,b462512c319448aba3d1b3e0d9320515,2019,2018,2019-05-01T00:00:00Z,3,ERI,SERISR00060**C,S,SR,00060,*,UP,3.43,6.44,N,5,99999,RURAL,NA,2,NA,3,NA,G,I,G,FLEX,24,30,83,16.9,8.4,10.4,0,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,LF,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,4.2,3775,4016,241,68583,70,NA,NA,FLORENCE,FLORENCE,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,6468.46389
3893977,49969f9bdde84ec9b8426fc2396b07a0,2019,2018,2019-04-25T00:00:00Z,12,CUY,SCUYSR00087**C,S,SR,00087,*,UP,11.76,11.86,N,4,17668,URBAN,NA,4,NA,3,N,U,P,G,COMP,56,56,84,15.56,2.4,8.16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,5.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19209,19896,687,164250,140,BEACHWOOD,BEACHWOOD,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,217.541872
3893979,17a5020c7c8e432bb6da5b2b8c6d60e8,2019,2018,2019-04-01T00:00:00Z,2,OTT,SOTTIR00080*TN,S,IR,00080,*,DOWN,1.4,4.57,NA,NA,NA,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,FLEX,NA,NA,73,26.55,7.25,17.45,1.8,NA,NA,NA,NA,HE,10,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,4.8,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,LO,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,0
3893982,43fc23ee07d041798d7942a99c52830c,2019,2018,2019-05-16T00:00:00Z,8,HAM,SHAMUS00052**C,S,US,00052,*,UP,33.44,33.66,N,3,16885,URBAN,NA,3,NA,3,NA,U,P,G,COMP,36,36,94,5.56,0.4,1.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,0.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,0.4,NA,NA,NA,NA,NA,NA,MO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12269,13052,783,282028,188,CINCINNATI,CINCINNATI,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,424.959022
3893984,acf23894cb94450a87225a165c07d9b7,2019,2018,2019-05-02T00:00:00Z,3,RIC,SRICSR00314**C,S,SR,00314,*,UP,0,3.02,N,5,99999,RURAL,NA,2,NA,3,NA,G,I,G,FLEX,18,26,86,14.1,8.1,8.3,1.8,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,MF,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3204,3467,262,61101,77,NA,NA,SPRINGFIELD,SPRINGFIELD,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,6422.921028
3893989,5aede6b5e86c4943aa1b371756ad4479,2019,2018,2019-04-10T00:00:00Z,8,PRE,SPREUS00127**C,S,US,00127,*,UP,14.71,16.04,N,4,99726,URBAN,NA,2,NA,3,NA,G,L,G,FLEX,22,34,62,38.15,16.15,20.75,2.4,NA,NA,NA,NA,HF,7,NA,NA,NA,NA,NA,NA,NA,NA,F,4,NA,NA,NA,NA,NA,NA,HO,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ME,6,LF,2.4,LO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,5.25,8393,9333,939,NA,109,NA,NA,WASHINGTON,WASHINGTON,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,2807.659732
3893993,e4b79a2467464f889b3d28cf7fcf58f0,2019,2018,2019-06-26T00:00:00Z,11,COL,SCOLSR00039**C,S,SR,00039,*,UP,19.83,20.56,Y,2,99724,URBAN,NA,4,NA,2,N,P,L,G,FLEX,48,64,82,18.3,5.5,15.3,0,NA,NA,NA,NA,HF,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HO,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LF,2.8,NA,NA,NA,NA,LO,3,5912,6800,886,NA,94,EAST LIVERPOOL,EAST LIVERPOOL,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1560.441728
3893994,28a1c076d04d477ca5e787e90e575978,2019,2018,2019-09-24T00:00:00Z,5,LIC,SLICSR00079**C,S,SR,00079,*,UP,9.34,9.68,N,3,61705,URBAN,NA,4,NA,3,N,U,I,G,FLEX,80,80,99,1.5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15334,16796,1461,475905,72,HEATH,HEATH,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,706.342033
3893995,b13a1293953a4f21b8e40e933cb169e6,2019,2018,2019-08-22T00:00:00Z,10,WAS,SWASSR00618**N,S,SR,00618,*,DOWN,0,0.4,Y,NA,NA,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,COMP,NA,NA,68,31.52,8.92,15.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HF,4,NA,NA,NA,NA,MO,1.92,NA,NA,NA,NA,NA,NA,NA,NA,O,3,NA,NA,NA,NA,HF,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,BELPRE,BELPRE,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,832.670357
3893998,91c879fb2f144e588b89842e20180821,2019,2018,2019-08-16T00:00:00Z,10,MOE,SMOESR00007**C,S,SR,00007,*,UP,13.68,13.89,N,3,99796,URBAN,NA,2,NA,2,N,G,N,G,COMP,36,36,79,20.94,3.04,7.84,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,E,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HO,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MF,2.4,NA,NA,NA,NA,LO,0.64,LO,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3,MO,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4754,5452,697,NA,106,NA,NA,OHIO,OHIO,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,434.97444
3894001,fd3cd82d9ed642fbaeabed6f07979d31,2019,2018,2019-04-15T00:00:00Z,8,BUT,SBUTIR00075**N,S,IR,00075,*,DOWN,3.71,5.21,Y,NA,NA,URBAN,NA,NA,NA,NA,NA,NA,NA,NA,COMP,NA,NA,84,16.42,3.84,6.72,2.4,NA,NA,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,2.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,1.2,NA,NA,NA,NA,LO,0.64,LO,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MO,3,LF,2.4,LO,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,NA,WEST CHESTER,WEST CHESTER,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,2999.539018
3894002,1768bf30b95c472493973846aab14142,2019,2018,2019-05-07T00:00:00Z,8,CLE,SCLESR00032**C,S,SR,00032,*,UP,7.71,13.7,Y,3,16885,URBAN,NA,4,NA,2,N,P,L,G,FLEX,48,72,93,6.8,2.8,5,1.8,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,2,NA,NA,NA,NA,NA,NA,29061,35454,6392,839868,68,NA,NA,NA,NA,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,12402.895853
3894005,84ad622e309b4ae2919d22673267a95d,2019,2018,2019-06-18T00:00:00Z,7,MOT,SMOTUS00040**C,S,US,00040,*,UP,0.37,0.93,N,5,99999,RURAL,NA,2,NA,3,NA,G,P,G,COMP,24,30,93,6.94,1.04,3.44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,O,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LE,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LO,0.4,NA,NA,NA,NA,LO,0.64,NA,NA,NA,NA,NA,NA,LO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2731,2846,114,NA,83,NA,NA,CLAY,CLAY,TIMS@P31_AG,2020-01-04T06:02:54Z,TIMS@P31_AG,2020-01-04T06:02:54Z,1185.934188
