OBJECTID,ODOT_DISTRICT,NLFID,COUNTY_CD,COUNTY,ROUTE_TYPE,ROUTE_NBR,ROUTE_SUFFIX,CTL_BEGIN_NBR,CTL_END_NBR,STL_BEGIN_NBR,STL_END_NBR,BACKSTATION_CD,SECTION_LENGTH_NBR,NHS_CD,FUNCTIONAL_CLASS_CD,PRIMARY_SYSTEM_CD,POSTED_SPEED_NBR,FF_SPEED_NBR,TOTAL_LANES_NBR,LANE_WIDTH_NBR,CAPACITY_NBR,TOTAL_VOLUME_NBR,TRUCK_VOLUME_NBR,VMT_NBR,TRUCK_VMT_NBR,VOLUME_PER_LANE_NBR,CONGESTION_INDEX_NBR,VOLUME_CAPACITY_RATIO_NBR,PEAK_HOUR_NBR,VHT_NBR,CONGESTION_DELAY_NBR,PHYSICAL_DELAY_NBR,SPEED_LIMIT_DELAY_NBR,DELAY_RATIO_NBR,FWY_ART_NBR,DIRECTION_1_NBR,DIRECTION_2_NBR,MEDIAN_WIDTH_NBR,DIRECTION_1_HRS_NBR,DIRECTION_2_HRS_NBR,OVERRIDE_1_TXT,OVERRIDE_2_TXT,PKVMT_NBR,EXCEED_VMT_NBR,EXCEED_PKVMT_NBR,CAR_GROWTH_NBR,TRUCK_GROWTH_NBR,LOS_CD,EXD1Y1L_NBR,EXD2Y1L_NBR,EXD1Y1M_NBR,EXD2Y1M_NBR,EXD1Y1U_NBR,EXD2Y1U_NBR,EXD1Y2L_NBR,EXD2Y2L_NBR,EXD1Y2M_NBR,EXD2Y2M_NBR,EXD1Y2U_NBR,EXD2Y2U_NBR,created_user,created_date,last_edited_user,last_edited_date,Shape.STLength()
1200513,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,20.991,21.431,20.991,21.431,NA,0.44,N,3,G,55,55,2,24,2812,744,38,327,17,410,0.07,0.03,16,5.96,0,0,0.92,0,2,1,1,0,0,0,NA,NA,27,0,0,0.79,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,907.485618
1200514,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,21.431,22.431,21.431,22.431,NA,1,N,3,G,55,55,2,24,2812,744,38,744,38,410,0.07,0.03,16,13.55,0,0,2.08,0,2,1,1,0,0,0,NA,NA,62,0,0,1.39,2.75,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2060.215904
1200515,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,22.431,22.988,22.431,22.988,NA,0.557,N,3,G,55,55,2,24,2812,744,38,414,21,410,0.07,0.03,16,7.54,0,0,1.16,0,2,1,1,0,0,0,NA,NA,35,0,0,1.39,2.75,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1148.105777
1200516,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,22.988,23.008,22.988,23.008,NA,0.02,N,3,G,55,55,2,24,2812,744,38,15,1,410,0.07,0.03,16,0.27,0,0,0.04,0,2,1,1,0,0,0,NA,NA,2,0,0,1.39,2.75,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,41.301023
1200517,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,23.008,24.008,23.008,24.008,NA,1,N,3,G,55,55,2,24,2812,700,36,700,36,386,0.07,0.03,16,12.64,0,0,1.94,0,2,1,1,0,0,0,NA,NA,58,0,0,0.64,3.16,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2062.180954
1200518,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,24.008,25.008,24.008,25.008,NA,1,N,3,G,55,55,2,24,2812,700,36,700,36,386,0.07,0.03,16,12.64,0,0,1.94,0,2,1,1,0,0,0,NA,NA,58,0,0,0.64,3.16,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2060.997848
1200519,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,25.008,26.008,25.008,26.008,NA,1,N,3,G,55,55,2,24,2812,700,36,700,36,386,0.07,0.03,16,12.64,0,0,1.94,0,2,1,1,0,0,0,NA,NA,58,0,0,0.64,3.16,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2061.159121
1200520,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,26.008,27.008,26.008,27.008,NA,1,N,3,G,55,55,2,24,2812,700,36,700,36,386,0.07,0.03,16,12.64,0,0,1.94,0,2,1,1,0,0,0,NA,NA,58,0,0,0.64,3.16,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2064.015175
1200521,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,27.008,27.095,27.008,27.095,NA,0.087,N,3,G,55,55,2,24,2812,700,36,61,3,386,0.07,0.03,16,1.1,0,0,0.17,0,2,1,1,0,0,0,NA,NA,5,0,0,0.64,3.16,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,179.268678
1200522,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,27.095,28.095,27.095,28.095,NA,1,N,3,G,55,55,2,24,2812,700,36,700,36,386,0.07,0.03,16,12.64,0,0,1.94,0,2,1,1,0,0,0,NA,NA,58,0,0,0.64,3.16,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2059.134305
1200523,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,28.095,29.095,28.095,29.095,NA,1,N,3,G,55,55,2,24,2812,700,36,700,36,386,0.07,0.03,16,12.64,0,0,1.94,0,2,1,1,0,0,0,NA,NA,58,0,0,0.64,3.16,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2063.12737
1200524,09,SADAUS00052**C,ADA,ADAMS,US,00052,*,29.095,29.264,29.095,29.264,NA,0.169,N,3,G,55,55,2,24,2812,700,36,118,6,386,0.07,0.03,16,2.14,0,0,0.33,0,2,1,1,0,0,0,NA,NA,10,0,0,0.64,3.16,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,346.85963
1200525,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,0,0.462,0,0.462,NA,0.462,NA,5,G,55,45,2,20,2812,1296,93,599,43,741,0.13,0.05,16,13.32,0,2.42,1.68,0,2,1,1,0,0,0,NA,NA,50,0,0,0,10.7,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,955.553855
1200526,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,0.462,1.264,0.462,1.264,NA,0.802,NA,5,G,55,45,2,20,2812,1296,93,1039,75,741,0.13,0.05,16,23.12,0,4.2,2.91,0,2,1,1,0,0,0,NA,NA,86,0,0,0,10.7,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1660.725027
1200527,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,1.264,2.264,1.264,2.264,NA,1,NA,5,G,55,45,2,20,2812,1296,93,1296,93,741,0.13,0.05,16,28.82,0,5.24,3.63,0,2,1,1,0,0,0,NA,NA,108,0,0,0,10.7,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2069.855247
1200528,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,2.264,3.264,2.264,3.264,NA,1,NA,5,G,55,45,2,20,2812,1296,93,1296,93,741,0.13,0.05,16,28.82,0,5.24,3.63,0,2,1,1,0,0,0,NA,NA,108,0,0,0,10.75,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2069.424366
1200529,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,3.264,3.349,3.264,3.349,NA,0.085,NA,5,G,55,45,2,20,2812,1296,93,110,8,741,0.13,0.05,16,2.45,0,0.45,0.31,0,2,1,1,0,0,0,NA,NA,10,0,0,0,10.75,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,175.878595
1200530,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,3.349,3.919,3.349,3.919,NA,0.57,NA,5,G,55,47,2,24,2812,1296,93,739,53,741,0.13,0.05,16,15.73,0,2.29,2.07,0,2,1,1,0,0,0,NA,NA,62,0,0,0,10.75,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1180.317956
1200531,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,3.919,4.919,3.919,4.919,NA,1,NA,5,G,55,45,2,20,2812,1296,93,1296,93,741,0.13,0.05,16,28.82,0,5.24,3.63,0,2,1,1,0,0,0,NA,NA,108,0,0,0,9.68,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2070.985052
1200532,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,4.919,5.919,4.919,5.919,NA,1,NA,5,G,55,45,2,20,2812,1296,93,1296,93,741,0.13,0.05,16,28.82,0,5.24,3.63,0,2,1,1,0,0,0,NA,NA,108,0,0,0,9.48,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2069.134884
1200533,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,5.919,6.33,5.919,6.33,NA,0.411,NA,5,G,55,45,2,20,2812,1296,93,533,38,741,0.13,0.05,16,11.85,0,2.15,1.49,0,2,1,1,0,0,0,NA,NA,45,0,0,0,9.48,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,851.872276
1200534,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,6.33,7.33,6.33,7.33,NA,1,NA,5,G,55,45,2,20,2812,1296,93,1296,93,741,0.13,0.05,16,28.82,0,5.24,3.63,0,2,1,1,0,0,0,NA,NA,108,0,0,0,9.48,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2070.918415
1200535,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,7.33,7.366,7.33,7.366,NA,0.036,NA,5,G,55,45,2,20,2812,1296,93,47,3,741,0.13,0.05,16,1.04,0,0.19,0.13,0,2,1,1,0,0,0,NA,NA,4,0,0,0,9.48,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,74.736481
1200536,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,7.366,7.643,7.366,7.643,NA,0.277,NA,5,G,55,45,2,20,2812,1296,93,359,26,741,0.13,0.05,16,7.98,0,1.45,1,0,2,1,1,0,0,0,NA,NA,30,0,0,0,9.48,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,573.897398
1200537,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,7.903,8.903,7.903,8.903,NA,1,NA,5,G,55,45,2,20,2812,834,54,834,54,471,0.09,0.03,16,18.53,0,3.37,2.33,0,2,1,1,0,0,0,NA,NA,70,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2068.219425
1200538,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,8.903,9.17,8.903,9.17,NA,0.267,NA,5,G,55,45,2,20,2812,776,53,207,14,441,0.08,0.03,16,4.6,0,0.84,0.58,0,2,1,1,0,0,0,NA,NA,17,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,554.262443
1200539,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,9.17,10.17,9.17,10.17,NA,1,NA,5,G,55,45,2,20,2812,776,53,776,53,441,0.08,0.03,16,17.22,0,3.13,2.17,0,2,1,1,0,0,0,NA,NA,65,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2070.477024
1200540,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,10.17,10.294,10.17,10.294,NA,0.124,NA,5,G,55,45,2,20,2812,776,53,96,7,441,0.08,0.03,16,2.14,0,0.39,0.27,0,2,1,1,0,0,0,NA,NA,8,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,256.032147
1200541,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,10.294,10.366,10.294,10.366,NA,0.072,NA,5,G,55,45,2,20,2812,776,53,56,4,441,0.08,0.03,16,1.24,0,0.23,0.16,0,2,1,1,0,0,0,NA,NA,5,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,150.174543
1200542,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,10.366,10.44,10.366,10.44,NA,0.074,NA,5,G,55,45,2,20,2812,1072,185,79,14,721,0.13,0.05,16,1.76,0,0.32,0.22,0,2,1,1,0,0,0,NA,NA,7,0,0,0,5.26,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,153.205446
1200543,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,10.44,11.44,10.44,11.44,NA,1,NA,5,G,55,45,2,20,2812,1072,185,1072,185,721,0.13,0.05,16,23.8,0,4.33,3,0,2,1,1,0,0,0,NA,NA,89,0,0,0,5.72,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2070.027221
1200544,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,11.44,12.44,11.44,12.44,NA,1,NA,5,G,55,45,2,20,2812,1072,185,1072,185,721,0.13,0.05,16,23.8,0,4.33,3,0,2,1,1,0,0,0,NA,NA,89,0,0,0,5.72,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2072.414087
1200545,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,12.44,12.97,12.44,12.97,NA,0.53,NA,5,G,55,45,2,20,2812,1808,172,958,91,1076,0.2,0.07,16,21.29,0,3.87,2.68,0,2,1,1,0,0,0,NA,NA,80,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1097.082066
1200546,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,12.97,13.164,12.97,13.164,NA,0.194,NA,5,G,55,48,2,36,3592,1808,172,351,33,1076,0.2,0.06,16,7.31,0,0.93,0.98,0,2,1,1,0,0,0,NA,NA,29,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,400.876926
1200547,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,13.164,14.164,13.164,14.164,NA,1,NA,5,G,55,45,2,20,2812,1808,172,1808,172,1076,0.2,0.07,16,40.18,0,7.31,5.06,0,2,1,1,0,0,0,NA,NA,150,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2069.573967
1200548,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,14.164,15.164,14.164,15.164,NA,1,NA,5,G,55,45,2,20,2812,1808,172,1808,172,1076,0.2,0.07,16,40.18,0,7.31,5.06,0,2,1,1,0,0,0,NA,NA,150,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2069.96646
1200549,09,SADASR00073**C,ADA,ADAMS,SR,00073,*,15.164,15.58,15.164,15.58,NA,0.416,NA,5,G,55,45,2,20,2812,1808,172,752,72,1076,0.2,0.07,16,16.71,0,3.04,2.1,0,2,1,1,0,0,0,NA,NA,62,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,861.399155
1200550,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,0,0.268,0,0.268,NA,0.268,NA,5,G,55,45,2,21,2812,1548,43,415,12,817,0.15,0.06,16,9.2,0,1.67,1.16,0,2,1,1,0,0,0,NA,NA,35,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,551.854597
1200551,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,0.268,0.67,0.268,0.67,NA,0.402,NA,5,G,55,47,2,24,2812,1548,43,622,17,817,0.15,0.06,16,13.21,0,1.92,1.74,0,2,1,1,0,0,0,NA,NA,52,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,829.390554
1200552,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,0.67,1.393,0.67,1.393,NA,0.723,NA,5,G,55,45,2,21,2812,1548,43,1119,31,817,0.15,0.06,16,24.82,0,4.51,3.12,0,2,1,1,0,0,0,NA,NA,93,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1487.811003
1200553,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,1.393,1.559,1.393,1.559,NA,0.166,NA,5,G,55,47,2,24,2812,1548,43,257,7,817,0.15,0.06,16,5.46,0,0.79,0.72,0,2,1,1,0,0,0,NA,NA,21,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,344.078415
1200554,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,1.559,2.559,1.559,2.559,NA,1,NA,5,G,55,45,2,21,2812,1548,43,1548,43,817,0.15,0.06,16,34.33,0,6.24,4.32,0,2,1,1,0,0,0,NA,NA,128,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2061.700567
1200555,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,2.559,2.687,2.559,2.687,NA,0.128,NA,5,G,55,45,2,21,2812,1548,43,198,6,817,0.15,0.06,16,4.39,0,0.8,0.55,0,2,1,1,0,0,0,NA,NA,17,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,263.910259
1200556,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,2.687,3.144,2.687,3.144,NA,0.457,NA,5,G,55,45,2,21,2812,1548,43,707,20,817,0.15,0.06,16,15.69,0,2.85,1.98,0,2,1,1,0,0,0,NA,NA,58,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,941.727922
1200557,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,3.144,4.144,3.144,4.144,NA,1,NA,5,G,55,45,2,21,2812,1548,43,1548,43,817,0.15,0.06,16,34.33,0,6.24,4.32,0,2,1,1,0,0,0,NA,NA,128,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,2064.120542
1200558,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,4.144,4.633,4.144,4.633,NA,0.489,NA,5,G,55,45,2,21,2812,1548,43,757,21,817,0.15,0.06,16,16.79,0,3.05,2.11,0,2,1,1,0,0,0,NA,NA,63,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1009.678627
1200559,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,4.633,4.895,4.633,4.895,NA,0.262,NA,5,G,45,38,2,21,2812,1548,43,406,11,817,0.15,0.06,16,10.65,0,1.66,2.77,0,2,1,1,0,0,0,NA,NA,33,0,0,0,0,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,539.359925
1200560,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,4.895,5.357,4.895,5.357,NA,0.462,NA,5,G,45,38,2,21,2812,1548,43,715,20,817,0.15,0.06,16,18.78,0,2.92,4.88,0,2,1,1,0,0,0,NA,NA,60,0,0,0,4,B,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,951.855665
1200561,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,5.357,6.191,5.357,6.191,NA,0.834,NA,5,G,55,45,2,21,2812,3290,41,2744,34,1686,0.31,0.12,16,60.94,0,11.08,7.67,0,2,1,1,0,0,0,NA,NA,228,0,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1720.978188
1200562,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,6.191,6.273,6.191,6.273,NA,0.082,NA,5,G,55,45,2,21,2812,3290,41,270,3,1686,0.31,0.12,16,5.99,0,1.09,0.75,0,2,1,1,0,0,0,NA,NA,22,0,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,169.199181
1200563,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,6.273,6.747,6.273,6.747,NA,0.474,NA,5,G,55,45,2,21,2812,3290,41,1559,19,1686,0.31,0.12,16,34.63,0,6.3,4.36,0,2,1,1,0,0,0,NA,NA,130,0,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,978.376559
1200564,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,6.747,7.679,6.747,7.679,NA,0.932,NA,5,G,55,45,2,21,2812,3290,41,3066,38,1686,0.31,0.12,16,68.1,0,12.38,8.57,0,2,1,1,0,0,0,NA,NA,255,0,0,0,0,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1926.513472
1200565,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,7.679,8.189,7.679,8.189,NA,0.51,NA,5,G,45,38,2,21,2812,4986,110,2543,56,2603,0.47,0.18,16,66.85,0,10.4,17.37,0,2,1,1,0,0,0,NA,NA,211,0,0,0,2.89,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1052.885802
1200566,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,8.189,8.392,8.189,8.392,NA,0.203,NA,5,G,45,37,2,20,2422,4986,110,1012,22,2603,0.47,0.21,16,27.39,0,4.87,6.93,0,2,1,1,0,0,0,NA,NA,85,0,0,0,2.89,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,418.650697
1200567,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,8.392,8.438,8.392,8.438,NA,0.046,NA,5,G,35,26,2,20,2422,4986,110,229,5,2603,0.47,0.21,16,8.83,0,2.27,3.03,0,2,1,1,0,0,0,NA,NA,20,0,0,0,2.89,A,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,94.872275
1200568,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,9.219,9.885,9.219,9.885,NA,0.666,NA,5,G,35,31,2,20,2812,3418,86,2276,57,1795,0.33,0.13,16,73.39,0,8.39,30,0,2,1,1,0,0,0,NA,NA,188,0,0,0.63,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,1374.011425
1200569,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,9.885,10.055,9.885,10.055,NA,0.17,NA,5,G,50,42,2,20,2812,3418,86,581,15,1795,0.33,0.13,16,13.83,0,2.21,2.68,0,2,1,1,0,0,0,NA,NA,48,0,0,0.63,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,349.981484
1200570,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,10.055,10.18,10.055,10.18,NA,0.125,NA,5,G,50,42,2,20,2812,3418,86,427,11,1795,0.33,0.13,16,10.17,0,1.63,1.97,0,2,1,1,0,0,0,NA,NA,35,0,0,0.63,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,258.264045
1200571,09,SADASR00125**C,ADA,ADAMS,SR,00125,*,10.18,10.192,10.18,10.192,NA,0.012,NA,5,G,55,45,2,20,2812,3418,86,41,1,1795,0.33,0.13,16,0.91,0,0.17,0.11,0,2,1,1,0,0,0,NA,NA,3,0,0,0.63,4,C,0,0,0,0,0,0,0,0,0,0,0,0,TIMS@D31_AG,2019-12-17T19:43:14Z,TIMS@P31_AG,2019-12-17T19:43:14Z,24.761673
